,[W],[Ta],[Tr],[R],total_count,sequence_type,R_avg_cluster_size,Ta_avg_cluster_size,Tr_avg_cluster_size,W_avg_cluster_size,num_cluster_types,max_cluster_size,R_no_of_cluster,Ta_no_of_cluster,Tr_no_of_cluster,W_no_of_cluster,R_max_cluster_size,Ta_max_cluster_size,Tr_max_cluster_size,W_max_cluster_size,smiles
2534,6.0,6.0,4.0,12.0,28,random,2.25,3.0,2.0,0.0,4,3,4,1,1,0,3,3,2,0,[Tr][R][W][R][R][Ta][Ta][Ta][Tr][Ta][R][R][W][R][R][Ta][R][Tr][Tr][W][R][R][R][W][Ta][W][R][W]
2535,8.0,6.0,4.0,12.0,30,random,2.3333333333333335,2.0,2.0,2.0,4,3,3,1,1,1,3,2,2,2,[W][R][Ta][R][R][W][R][W][R][Ta][Tr][Tr][Ta][R][R][R][W][R][Ta][Ta][W][Ta][Tr][W][R][R][Tr][W][W][R]
2536,8.0,6.0,4.0,12.0,30,random,2.0,2.0,0.0,2.0,4,2,3,1,0,1,2,2,0,2,[W][R][W][Tr][W][R][R][Ta][Ta][R][W][R][Ta][R][Tr][W][R][R][W][W][Ta][Tr][W][R][Tr][R][Ta][R][R][Ta]
2537,8.0,6.0,4.0,12.0,30,random,2.5,2.0,0.0,2.0,4,3,2,1,0,1,3,2,0,2,[W][W][R][R][R][W][Tr][R][Ta][Ta][W][R][W][R][Ta][W][R][Ta][R][R][W][Tr][R][Tr][Ta][Tr][R][Ta][W][R]
2538,8.0,6.0,4.0,12.0,30,random,2.5,2.0,0.0,0.0,4,4,4,1,0,0,4,2,0,0,[W][R][R][W][Tr][W][Ta][W][Ta][W][R][R][Ta][Ta][Tr][R][R][R][R][Tr][Ta][R][R][W][Tr][Ta][R][W][R][W]
2539,8.0,6.0,4.0,12.0,30,random,2.3333333333333335,0.0,2.0,3.0,4,3,3,0,1,1,3,0,2,3,[W][R][R][R][Ta][Tr][R][Ta][R][Ta][R][Tr][Tr][W][R][R][W][R][R][Ta][R][W][Ta][W][W][W][Tr][W][Ta][R]
2540,10.0,6.0,4.0,12.0,32,random,2.75,2.0,0.0,2.6666666666666665,4,4,4,1,0,3,3,2,0,4,[Tr][W][W][W][W][Ta][R][R][R][Ta][Ta][W][Tr][W][W][R][R][R][Ta][W][W][R][R][R][Ta][R][R][Tr][Ta][Tr][R][W]
2541,10.0,6.0,4.0,12.0,32,random,2.0,2.0,0.0,2.0,4,2,2,1,0,3,2,2,0,2,[Tr][R][Ta][R][R][W][R][W][R][W][W][Tr][W][R][Ta][W][W][R][R][Ta][Tr][R][Tr][Ta][R][Ta][Ta][W][R][W][W][R]
2542,10.0,6.0,4.0,12.0,32,random,2.0,2.0,0.0,2.0,4,2,4,1,0,2,2,2,0,2,[W][R][Ta][R][R][W][R][Ta][Tr][Ta][Ta][R][R][W][W][Ta][W][R][W][Tr][R][R][W][Ta][W][R][Tr][W][W][Tr][R][R]
2543,10.0,6.0,4.0,12.0,32,random,2.0,2.0,0.0,3.0,4,3,1,1,0,1,2,2,0,3,[W][Tr][R][Ta][R][W][R][W][W][W][Ta][R][Ta][R][W][R][R][W][Tr][Ta][Ta][R][W][R][W][Tr][R][Ta][R][Tr][R][W]
2544,10.0,6.0,4.0,12.0,32,random,2.6666666666666665,2.0,0.0,2.0,4,4,3,1,0,1,4,2,0,2,[R][R][R][R][Tr][Ta][Ta][W][W][Ta][W][R][Ta][W][R][Ta][R][R][W][Tr][W][Tr][W][Tr][W][R][R][W][R][W][Ta][R]
2545,12.0,6.0,4.0,12.0,34,random,2.3333333333333335,2.0,2.0,2.5,4,3,3,2,1,2,3,2,2,3,[Ta][Ta][Tr][Ta][Ta][R][R][W][Ta][R][R][R][Tr][Tr][R][W][Ta][W][W][W][R][R][W][R][W][R][W][W][R][W][Tr][W][R][W]
2546,12.0,6.0,4.0,12.0,34,random,2.3333333333333335,2.0,2.0,2.3333333333333335,4,3,3,1,1,3,3,2,2,3,[W][R][Tr][W][W][R][R][W][R][Ta][R][W][R][R][Ta][Ta][W][R][R][R][W][W][W][R][W][Ta][W][W][Ta][Tr][Tr][R][Tr][Ta]
2547,12.0,6.0,4.0,12.0,34,random,2.0,2.0,2.0,3.5,4,5,2,1,1,2,2,2,2,5,[R][Tr][Tr][R][Ta][W][R][W][R][Tr][R][R][Tr][W][Ta][R][W][R][R][Ta][Ta][R][W][Ta][W][W][W][W][W][R][Ta][R][W][W]
2548,12.0,6.0,4.0,12.0,34,random,2.3333333333333335,2.0,0.0,3.0,4,4,3,1,0,2,3,2,0,4,[Ta][Ta][W][R][R][R][Ta][R][R][W][R][R][W][Tr][W][Ta][R][W][W][Tr][W][R][Tr][W][Ta][W][W][W][W][R][Tr][R][Ta][R]
2549,12.0,6.0,4.0,12.0,34,random,2.0,2.0,2.0,3.0,4,3,2,1,1,2,2,2,2,3,[R][R][Ta][R][W][R][R][Tr][Tr][R][Tr][R][W][Tr][R][W][W][W][Ta][Ta][R][W][Ta][R][W][W][W][R][W][Ta][W][Ta][R][W]
2550,4.0,8.0,4.0,12.0,28,random,2.6666666666666665,2.0,0.0,2.0,4,4,3,1,0,1,4,2,0,2,[R][Ta][Ta][W][Ta][Tr][W][W][R][Ta][Tr][Ta][R][Ta][R][Ta][R][R][Tr][R][R][Tr][Ta][W][R][R][R][R]
2551,4.0,8.0,4.0,12.0,28,random,3.0,2.0,0.0,0.0,4,4,3,1,0,0,4,2,0,0,[R][R][R][Ta][Tr][R][Ta][R][Ta][W][Ta][Ta][Tr][Ta][W][Tr][W][R][Tr][R][R][R][R][Ta][R][R][Ta][W]
2552,4.0,8.0,4.0,12.0,28,random,2.5,2.0,0.0,0.0,4,3,4,2,0,0,3,2,0,0,[R][W][Ta][Ta][R][R][R][W][Tr][R][R][R][Ta][Tr][R][Tr][R][R][Ta][W][Ta][Tr][Ta][Ta][R][R][W][Ta]
2553,4.0,8.0,4.0,12.0,28,random,2.25,2.5,2.0,0.0,4,3,4,2,1,0,3,3,2,0,[Tr][R][R][R][Ta][R][R][W][R][Ta][Tr][Tr][R][Ta][Ta][W][Ta][W][R][R][W][Ta][Ta][Ta][R][Tr][R][R]
2554,4.0,8.0,4.0,12.0,28,random,2.2,2.0,2.0,0.0,4,3,5,1,1,0,3,2,2,0,[R][R][Ta][R][R][R][Ta][W][R][R][W][R][R][W][Tr][Tr][Ta][Ta][W][Ta][R][Ta][Tr][Ta][Tr][Ta][R][R]
2555,6.0,8.0,4.0,12.0,30,random,2.0,2.0,0.0,2.0,4,2,3,2,0,1,2,2,0,2,[R][R][Tr][Ta][Ta][R][R][Ta][W][Ta][R][Ta][Ta][R][Ta][R][R][Tr][W][R][W][Ta][R][Tr][R][W][Tr][W][W][R]
2556,6.0,8.0,4.0,12.0,30,random,2.5,3.0,0.0,3.0,4,4,4,1,0,1,4,3,0,3,[R][R][Ta][R][R][Tr][R][R][W][W][W][R][W][Ta][W][Ta][Tr][R][Ta][Tr][Ta][Ta][Ta][R][R][R][R][Tr][Ta][W]
2557,6.0,8.0,4.0,12.0,30,random,2.6666666666666665,0.0,2.0,0.0,4,4,3,0,1,0,4,0,2,0,[Ta][W][Ta][W][Tr][W][R][R][R][R][Ta][W][R][Ta][R][W][Ta][R][R][W][R][Tr][Tr][Ta][R][R][Tr][Ta][R][Ta]
2558,6.0,8.0,4.0,12.0,30,random,2.6666666666666665,2.0,0.0,0.0,4,3,3,2,0,0,3,2,0,0,[R][Ta][Tr][W][R][Ta][Ta][W][Ta][R][W][Ta][Tr][Ta][Ta][W][R][W][Ta][W][R][R][R][Tr][R][R][R][Tr][R][R]
2559,6.0,8.0,4.0,12.0,30,random,2.0,0.0,0.0,2.0,4,2,4,0,0,1,2,0,0,2,[Ta][Tr][Ta][W][R][Tr][Ta][R][R][W][Ta][Tr][R][R][Ta][R][R][Ta][R][R][W][R][Ta][Tr][W][R][W][W][Ta][R]
2560,8.0,8.0,4.0,12.0,32,random,3.3333333333333335,2.0,0.0,4.0,4,4,3,1,0,1,4,2,0,4,[W][Ta][Tr][W][R][Ta][Tr][Ta][Tr][Ta][Ta][W][R][R][R][W][Ta][R][R][R][W][W][W][W][R][Ta][Tr][R][R][R][R][Ta]
2561,8.0,8.0,4.0,12.0,32,random,2.5,2.0,0.0,2.0,4,3,2,2,0,1,3,2,0,2,[W][Tr][R][Tr][R][Ta][W][R][R][R][W][W][Ta][R][Ta][R][W][R][W][Ta][Ta][W][R][R][Ta][Ta][W][Tr][R][Ta][R][Tr]
2562,8.0,8.0,4.0,12.0,32,random,2.3333333333333335,2.0,0.0,2.0,4,3,3,1,0,2,3,2,0,2,[W][W][Tr][R][Tr][W][R][W][R][R][R][Ta][R][R][Ta][R][Ta][R][Ta][W][W][Tr][Ta][Ta][W][Ta][R][R][Tr][W][Ta][R]
2563,8.0,8.0,4.0,12.0,32,random,2.3333333333333335,2.5,0.0,3.0,4,3,3,2,0,1,3,3,0,3,[Ta][W][Tr][R][W][Ta][R][R][Tr][R][Ta][Ta][R][W][R][R][Ta][Ta][Ta][Tr][W][R][R][R][W][W][W][R][Tr][Ta][R][W]
2564,8.0,8.0,4.0,12.0,32,random,2.0,2.5,0.0,4.0,4,4,4,2,0,1,2,3,0,4,[W][R][Ta][Ta][Ta][W][Tr][R][R][Ta][R][Ta][R][Tr][W][Ta][Ta][Tr][R][W][R][R][Tr][R][R][W][W][W][W][R][R][Ta]
2565,10.0,8.0,4.0,12.0,34,random,2.5,2.0,2.0,5.0,4,5,2,3,1,1,3,2,2,5,[W][R][Tr][R][Tr][Tr][W][Tr][Ta][Ta][R][R][R][W][W][W][W][W][R][Ta][Ta][R][R][Ta][R][Ta][W][R][W][Ta][Ta][R][W][R]
2566,10.0,8.0,4.0,12.0,34,random,2.0,2.0,0.0,2.5,4,3,4,1,0,2,2,2,0,3,[W][W][R][Ta][W][R][R][W][R][Tr][Ta][Tr][W][R][R][Tr][Ta][R][R][Ta][W][W][W][Ta][Ta][R][W][Ta][R][R][Tr][R][Ta][W]
2567,10.0,8.0,4.0,12.0,34,random,2.3333333333333335,2.0,2.0,2.0,4,3,3,1,1,1,3,2,2,2,[R][W][Ta][R][W][Ta][Tr][R][R][Tr][Ta][R][W][Ta][W][Ta][W][R][R][W][Ta][Ta][W][Tr][Tr][R][R][R][Ta][R][W][R][W][W]
2568,10.0,8.0,4.0,12.0,34,random,2.5,2.0,0.0,2.0,4,3,2,3,0,1,3,2,0,2,[R][R][R][W][R][Tr][R][W][Tr][R][R][Ta][R][W][Ta][Ta][Tr][W][R][W][R][W][R][Ta][Ta][R][Ta][W][Ta][Ta][W][W][Tr][W]
2569,10.0,8.0,4.0,12.0,34,random,2.3333333333333335,2.5,2.0,3.0,4,3,3,2,1,1,3,3,2,3,[R][R][R][W][Ta][W][Ta][R][W][Tr][R][W][R][R][W][Tr][Tr][W][W][W][R][Ta][Ta][W][R][Tr][Ta][R][Ta][Ta][Ta][W][R][R]
2570,12.0,8.0,4.0,12.0,36,random,2.0,2.0,2.0,2.5,4,3,4,1,1,2,2,2,2,3,[W][R][R][W][W][W][R][R][Ta][R][Ta][Ta][Tr][W][Ta][R][R][Ta][R][R][Ta][R][W][W][Ta][Tr][Tr][W][R][W][Tr][W][Ta][W][R][W]
2571,12.0,8.0,4.0,12.0,36,random,2.6666666666666665,2.0,0.0,3.0,4,4,3,1,0,2,4,2,0,3,[W][W][W][R][Ta][Tr][W][R][R][R][R][Ta][W][Ta][W][Ta][R][R][W][W][W][Tr][R][W][R][R][Ta][R][Tr][W][R][Ta][W][Ta][Ta][Tr]
2572,12.0,8.0,4.0,12.0,36,random,2.0,0.0,0.0,2.0,4,2,3,0,0,1,2,0,0,2,[Ta][R][W][Tr][R][R][W][W][R][W][Ta][R][R][Tr][W][R][Tr][Ta][W][Ta][W][Ta][R][W][R][W][R][W][Ta][R][R][W][Ta][Tr][W][Ta]
2573,12.0,8.0,4.0,12.0,36,random,2.0,0.0,0.0,2.0,4,2,2,0,0,3,2,0,0,2,[R][W][R][W][R][W][W][Ta][R][R][W][Ta][R][W][R][Ta][Tr][Ta][Tr][W][R][R][W][Ta][R][W][W][Ta][R][Ta][R][Tr][W][W][Tr][Ta]
2574,12.0,8.0,4.0,12.0,36,random,3.0,2.5,0.0,2.5,4,4,3,2,0,4,4,3,0,3,[W][W][W][R][Ta][Ta][W][W][Ta][R][R][Tr][W][Ta][W][W][W][R][R][R][Tr][R][Ta][R][R][R][R][Tr][W][R][W][W][Ta][Ta][Ta][Tr]
2575,4.0,10.0,4.0,12.0,30,random,2.0,2.0,0.0,0.0,4,2,3,2,0,0,2,2,0,0,[R][R][Tr][R][Ta][Tr][R][R][Ta][W][Ta][Ta][R][Ta][Ta][W][Ta][Tr][R][W][Ta][R][Ta][R][Ta][R][W][Tr][R][R]
2576,4.0,10.0,4.0,12.0,30,random,2.3333333333333335,2.3333333333333335,0.0,2.0,4,3,3,3,0,1,3,3,0,2,[Ta][Ta][R][Ta][Ta][Ta][R][R][Tr][R][R][R][Ta][R][Ta][Tr][Ta][Ta][R][W][W][R][Ta][Tr][W][Tr][R][R][W][R]
2577,4.0,10.0,4.0,12.0,30,random,2.3333333333333335,2.0,0.0,0.0,4,3,3,4,0,0,3,2,0,0,[Ta][Ta][Tr][W][R][W][Ta][R][W][R][R][R][Tr][R][R][W][Ta][R][Ta][Ta][R][Ta][Ta][R][R][Tr][Ta][Ta][R][Tr]
2578,4.0,10.0,4.0,12.0,30,random,2.5,2.0,2.0,2.0,4,3,2,2,1,1,3,2,2,2,[R][R][Ta][R][W][Ta][Tr][R][Tr][Tr][Ta][Ta][R][R][R][Ta][W][Tr][Ta][R][W][W][R][Ta][R][Ta][Ta][R][Ta][R]
2579,4.0,10.0,4.0,12.0,30,random,2.6666666666666665,2.0,0.0,0.0,4,4,3,4,0,0,4,2,0,0,[Ta][W][Tr][Ta][Ta][R][R][R][R][Tr][W][R][Tr][R][W][R][Ta][Ta][W][Ta][Ta][R][R][Tr][R][Ta][R][R][Ta][Ta]
2580,6.0,10.0,4.0,12.0,32,random,2.5,2.5,2.0,0.0,4,3,2,2,1,0,3,3,2,0,[Ta][Tr][R][R][Ta][Ta][W][Ta][W][R][R][R][W][Ta][Ta][Ta][R][Ta][R][W][R][Ta][Tr][W][R][W][R][Ta][R][Tr][Tr][R]
2581,6.0,10.0,4.0,12.0,32,random,3.0,2.0,0.0,2.5,4,4,3,2,0,2,4,2,0,3,[R][R][R][R][Tr][R][Ta][Ta][Tr][Ta][Tr][Ta][W][R][R][Ta][Ta][R][R][R][W][W][Ta][W][W][W][Ta][R][Ta][R][Tr][Ta]
2582,6.0,10.0,4.0,12.0,32,random,3.3333333333333335,4.0,0.0,0.0,4,4,3,1,0,0,4,4,0,0,[Ta][R][R][R][R][W][R][Tr][W][Ta][R][W][Ta][W][Ta][R][R][Tr][Ta][Tr][W][Ta][Tr][R][R][R][R][Ta][Ta][Ta][Ta][W]
2583,6.0,10.0,4.0,12.0,32,random,2.5,2.5,0.0,3.0,4,3,2,2,0,1,3,3,0,3,[R][Tr][W][Tr][W][R][Ta][R][Ta][Ta][Ta][R][Ta][W][W][W][Tr][R][Tr][Ta][W][R][R][Ta][R][R][R][Ta][R][Ta][Ta][R]
2584,6.0,10.0,4.0,12.0,32,random,2.3333333333333335,3.0,0.0,0.0,4,4,3,2,0,0,3,4,0,0,[R][R][Tr][W][R][Ta][Ta][R][W][Ta][R][R][R][Ta][W][Tr][W][Ta][R][R][Tr][Ta][Ta][Ta][Ta][R][W][Ta][Tr][R][W][R]
2585,8.0,10.0,4.0,12.0,34,random,2.0,2.5,0.0,2.0,4,3,2,2,0,1,2,3,0,2,[Tr][Ta][Ta][W][R][Ta][W][Ta][Tr][R][R][Ta][Tr][W][R][Tr][R][Ta][Ta][Ta][R][R][Ta][R][W][R][W][W][Ta][R][W][R][W][R]
2586,8.0,10.0,4.0,12.0,34,random,2.6666666666666665,2.5,2.0,2.0,4,4,3,2,1,2,4,3,2,2,[Ta][W][W][Ta][W][R][Ta][R][Ta][Ta][W][R][Tr][R][R][R][R][Ta][Ta][Ta][W][R][Tr][Ta][W][R][R][Tr][Tr][Ta][R][R][W][W]
2587,8.0,10.0,4.0,12.0,34,random,3.0,3.0,2.0,2.5,4,4,2,2,1,2,4,4,2,3,[Ta][R][W][Tr][Tr][R][R][R][R][W][R][Ta][R][R][Ta][Tr][R][Ta][W][W][R][W][Ta][Ta][R][W][W][W][Ta][Ta][Ta][Ta][R][Tr]
2588,8.0,10.0,4.0,12.0,34,random,2.3333333333333335,3.0,0.0,2.0,4,3,3,1,0,1,3,3,0,2,[W][Tr][Ta][R][Ta][R][Ta][R][W][W][R][R][R][Tr][R][R][W][Ta][R][W][Ta][Ta][Ta][W][R][Ta][W][Tr][Ta][W][R][R][Tr][Ta]
2589,8.0,10.0,4.0,12.0,34,random,2.0,2.0,0.0,2.0,4,2,3,2,0,1,2,2,0,2,[Ta][Tr][R][R][Ta][Ta][R][Ta][W][Tr][W][Ta][W][R][R][Ta][Ta][W][R][Ta][Tr][R][W][R][R][Ta][W][R][Tr][R][Ta][W][W][R]
2590,10.0,10.0,4.0,12.0,36,random,2.25,2.3333333333333335,0.0,3.0,4,3,4,3,0,1,3,3,0,3,[W][R][R][Tr][Ta][Ta][W][W][W][Ta][Ta][R][R][W][R][R][R][W][Tr][W][Tr][Ta][W][R][Ta][W][R][Ta][Ta][Ta][Tr][R][Ta][R][R][W]
2591,10.0,10.0,4.0,12.0,36,random,3.0,2.3333333333333335,2.0,3.5,4,4,3,3,1,2,3,3,2,4,[Tr][Ta][Ta][R][W][W][W][Ta][R][W][W][W][W][Ta][Ta][R][W][Ta][Ta][Ta][R][R][R][W][Ta][R][R][R][Tr][Tr][Ta][W][R][R][R][Tr]
2592,10.0,10.0,4.0,12.0,36,random,2.0,2.0,2.0,3.0,4,4,4,1,1,2,2,2,2,4,[Ta][R][R][Ta][W][Ta][Ta][R][Ta][R][R][Tr][Ta][R][W][R][Ta][R][W][W][R][R][W][Ta][Tr][Tr][Ta][W][W][W][W][Tr][W][R][R][Ta]
2593,10.0,10.0,4.0,12.0,36,random,2.3333333333333335,2.0,0.0,2.0,4,3,3,2,0,3,3,2,0,2,[W][Ta][R][R][R][Tr][R][R][Tr][Ta][W][R][W][W][Ta][W][Ta][R][W][W][Ta][Ta][W][W][R][Ta][R][W][R][R][Ta][Ta][Tr][Ta][Tr][R]
2594,10.0,10.0,4.0,12.0,36,random,2.0,2.0,0.0,2.0,4,2,2,1,0,1,2,2,0,2,[W][R][Ta][W][W][Ta][Ta][W][Tr][Ta][W][R][R][Ta][W][R][W][R][R][W][R][Tr][R][Ta][R][Ta][W][R][Ta][W][Tr][R][Ta][R][Ta][Tr]
2595,12.0,10.0,4.0,12.0,38,random,2.3333333333333335,4.0,0.0,2.0,4,4,3,1,0,2,3,4,0,2,[Ta][Ta][Ta][Ta][W][W][R][R][W][Ta][W][Tr][W][R][R][W][Tr][R][Ta][W][R][W][Ta][Tr][R][W][R][Ta][R][W][W][R][R][R][W][Ta][Tr][Ta]
2596,12.0,10.0,4.0,12.0,38,random,3.0,2.0,0.0,2.3333333333333335,4,4,2,2,0,3,4,2,0,3,[Ta][Tr][W][W][Tr][Ta][R][W][Ta][W][R][Ta][Ta][R][Ta][R][Tr][W][Ta][R][W][W][W][Ta][W][W][R][R][W][Tr][R][Ta][Ta][W][R][R][R][R]
2597,12.0,10.0,4.0,12.0,38,random,2.5,2.0,0.0,3.0,4,3,2,2,0,1,3,2,0,3,[W][W][W][Ta][R][R][Ta][Tr][Ta][R][W][Ta][Tr][R][W][R][W][Ta][Ta][Tr][W][Ta][Ta][R][Ta][W][R][W][R][R][R][W][Ta][W][R][Tr][R][W]
2598,12.0,10.0,4.0,12.0,38,random,3.0,2.0,2.0,2.25,4,4,2,3,1,4,4,2,2,3,[Ta][Ta][Tr][Ta][R][R][R][R][W][W][Ta][Ta][W][W][Ta][R][W][W][R][Ta][R][R][W][R][W][W][W][Ta][Ta][W][R][Tr][R][W][R][Tr][Tr][Ta]
2599,12.0,10.0,4.0,12.0,38,random,3.5,2.6666666666666665,0.0,2.0,4,4,2,3,0,5,4,4,0,2,[R][Tr][Ta][W][W][R][R][R][R][W][W][Ta][W][W][Tr][W][R][Ta][Ta][R][W][W][Tr][R][R][R][Ta][Ta][R][W][W][Ta][Ta][Ta][Ta][Tr][R][W]
2600,4.0,12.0,4.0,12.0,32,random,2.0,3.5,0.0,0.0,4,5,3,2,0,0,2,5,0,0,[R][Ta][Ta][W][R][W][Tr][Ta][W][R][R][Ta][R][Tr][R][R][Ta][Tr][R][R][Ta][R][W][Ta][Ta][Ta][Ta][Ta][R][Ta][Tr][R]
2601,4.0,12.0,4.0,12.0,32,random,2.2,2.25,0.0,0.0,4,3,5,4,0,0,3,3,0,0,[Ta][Ta][W][R][R][Ta][Ta][R][R][W][R][Tr][R][R][W][Tr][Ta][Tr][R][R][Ta][Ta][R][R][R][Ta][Ta][Ta][Tr][Ta][W][Ta]
2602,4.0,12.0,4.0,12.0,32,random,3.0,3.0,0.0,0.0,4,4,2,2,0,0,4,4,0,0,[R][R][R][R][Ta][Ta][Ta][Ta][R][R][Tr][W][R][Ta][R][W][Tr][Ta][R][Ta][Tr][Ta][Tr][Ta][R][Ta][W][Ta][Ta][R][W][R]
2603,4.0,12.0,4.0,12.0,32,random,3.5,3.0,0.0,0.0,4,4,2,3,0,0,4,4,0,0,[W][R][R][R][Tr][W][R][R][R][R][Ta][Ta][Ta][Ta][W][R][Tr][Ta][R][Ta][Ta][Tr][R][W][Ta][R][Ta][Ta][Ta][R][Ta][Tr]
2604,4.0,12.0,4.0,12.0,32,random,3.0,2.25,0.0,2.0,4,3,2,4,0,1,3,3,0,2,[R][Tr][W][W][Ta][Ta][Ta][R][Tr][Ta][Ta][R][Ta][Ta][Tr][R][Ta][W][R][Ta][R][R][R][Tr][Ta][Ta][R][R][R][W][R][Ta]
2605,6.0,12.0,4.0,12.0,34,random,2.0,2.5,0.0,0.0,4,3,3,2,0,0,2,3,0,0,[W][Ta][R][R][Ta][Tr][R][Ta][R][W][Ta][Ta][W][Tr][Ta][R][W][R][Ta][Ta][Ta][R][Tr][W][R][R][Ta][W][R][R][Ta][R][Ta][Tr]
2606,6.0,12.0,4.0,12.0,34,random,2.5,2.0,0.0,2.0,4,3,2,3,0,1,3,2,0,2,[Ta][R][Ta][W][Tr][Ta][R][Tr][Ta][Ta][R][Ta][R][Tr][W][Ta][Ta][W][Ta][R][R][W][W][R][Ta][R][R][R][Tr][Ta][Ta][R][W][R]
2607,6.0,12.0,4.0,12.0,34,random,2.0,2.3333333333333335,2.0,2.0,4,3,1,3,1,1,2,3,2,2,[W][R][Tr][Tr][W][R][W][W][Ta][R][Ta][Ta][R][Ta][W][R][Ta][R][R][Ta][Ta][R][Tr][R][Ta][R][Ta][R][Ta][Ta][Ta][Tr][R][W]
2608,6.0,12.0,4.0,12.0,34,random,2.75,2.25,0.0,3.0,4,4,4,4,0,1,4,3,0,3,[Ta][Ta][Ta][W][W][W][R][R][Ta][R][R][R][R][W][Tr][R][R][R][Ta][R][R][Ta][Ta][W][Tr][W][Ta][Ta][Tr][Ta][Ta][R][Ta][Tr]
2609,6.0,12.0,4.0,12.0,34,random,2.3333333333333335,2.0,0.0,0.0,4,3,3,3,0,0,3,2,0,0,[Ta][Tr][R][W][Ta][Ta][R][Tr][W][R][W][Ta][R][R][Tr][Ta][R][Ta][R][R][R][Ta][Ta][W][Ta][R][R][W][R][Ta][W][Ta][Ta][Tr]
2610,8.0,12.0,4.0,12.0,36,random,2.5,3.0,0.0,2.0,4,3,2,2,0,2,3,3,0,2,[R][Tr][R][Tr][W][W][Ta][R][R][Ta][Ta][Ta][Tr][R][W][R][R][R][Ta][W][W][R][Ta][Ta][Ta][W][Ta][R][W][Ta][R][W][Ta][Tr][R][Ta]
2611,8.0,12.0,4.0,12.0,36,random,2.0,2.6666666666666665,2.0,2.0,4,3,4,3,1,2,2,3,2,2,[W][W][Ta][Ta][Ta][R][R][Tr][R][R][Ta][R][Tr][Tr][Ta][Ta][Ta][R][R][Ta][Ta][W][R][R][W][W][Ta][W][Tr][R][Ta][W][R][Ta][W][R]
2612,8.0,12.0,4.0,12.0,36,random,2.0,2.6666666666666665,0.0,2.0,4,4,3,3,0,1,2,4,0,2,[W][Ta][Ta][Ta][Ta][R][R][Tr][R][Ta][R][W][R][W][Ta][W][Tr][R][R][Tr][R][Ta][W][R][R][W][W][Ta][Ta][W][R][Tr][Ta][Ta][R][Ta]
2613,8.0,12.0,4.0,12.0,36,random,2.0,2.0,0.0,0.0,4,2,4,3,0,0,2,2,0,0,[R][Tr][W][R][R][Tr][R][W][Ta][R][Ta][Ta][W][Ta][W][Tr][R][R][Ta][R][R][W][R][R][Ta][W][Ta][Ta][W][Ta][R][Ta][Ta][Tr][W][Ta]
2614,8.0,12.0,4.0,12.0,36,random,2.0,2.3333333333333335,0.0,2.0,4,3,4,3,0,2,2,3,0,2,[W][Tr][W][W][Ta][R][R][Ta][Ta][Ta][R][R][Ta][R][Ta][Tr][R][Tr][R][R][Tr][R][Ta][W][Ta][R][R][W][R][W][W][Ta][Ta][W][Ta][Ta]
2615,10.0,12.0,4.0,12.0,38,random,2.3333333333333335,3.0,0.0,2.0,4,3,3,3,0,2,3,3,0,2,[Ta][W][R][R][Tr][Ta][W][W][R][R][R][W][R][Ta][Ta][Ta][Tr][R][W][Tr][W][Ta][W][R][R][W][R][Ta][Ta][Ta][R][Ta][Ta][Ta][W][W][R][Tr]
2616,10.0,12.0,4.0,12.0,38,random,2.5,3.5,0.0,2.5,4,5,2,2,0,2,3,5,0,3,[Tr][R][Ta][Tr][W][R][R][Ta][Ta][Ta][Ta][Ta][R][Tr][R][W][Tr][R][W][W][Ta][R][W][Ta][W][W][W][Ta][Ta][W][R][Ta][R][Ta][R][R][R][W]
2617,10.0,12.0,4.0,12.0,38,random,2.6666666666666665,2.0,2.0,2.5,4,3,3,2,1,2,3,2,2,3,[Ta][W][Ta][W][Ta][Ta][R][Ta][Tr][Ta][R][Ta][R][W][R][W][W][Ta][R][R][R][W][Tr][Tr][W][R][R][Ta][Ta][W][W][W][Ta][Tr][R][R][R][Ta]
2618,10.0,12.0,4.0,12.0,38,random,2.6666666666666665,2.5,0.0,2.0,4,3,3,2,0,1,3,3,0,2,[W][R][Ta][W][Ta][Tr][W][Tr][Ta][W][Ta][R][R][Tr][Ta][R][W][Ta][W][W][Tr][W][Ta][Ta][Ta][R][Ta][R][W][R][R][R][W][R][R][R][Ta][Ta]
2619,10.0,12.0,4.0,12.0,38,random,2.0,2.0,0.0,2.0,4,2,3,3,0,2,2,2,0,2,[W][W][Ta][R][R][Ta][R][W][Tr][W][Ta][R][Tr][R][Ta][R][W][Ta][Ta][R][R][Ta][Ta][W][Tr][R][R][Ta][W][Tr][W][W][Ta][Ta][R][Ta][R][W]
2620,12.0,12.0,4.0,12.0,40,random,3.5,3.0,0.0,2.0,4,4,2,1,0,1,4,3,0,2,[Tr][Ta][Tr][W][Ta][W][W][Ta][W][R][R][R][R][Ta][W][R][W][Ta][W][Tr][Ta][R][R][R][W][R][Ta][Tr][R][Ta][W][Ta][Ta][Ta][R][W][R][W][Ta][W]
2621,12.0,12.0,4.0,12.0,40,random,2.0,3.0,0.0,2.5,4,4,2,2,0,2,2,4,0,3,[W][R][Ta][R][R][Ta][W][Tr][Ta][R][R][W][Tr][R][W][Ta][R][Tr][W][Ta][Ta][Ta][Ta][R][Tr][R][W][W][Ta][W][R][Ta][W][W][W][R][Ta][Ta][R][W]
